id,thoroughfare_id,cenu2016_ettlement_geogid,census2016_small_area_geogid,local_authority_id,post_county_name,eircode_area_code,postal_address,new_home_ind,sold_date,sold_price,lat,lon,building_property_subtype_code,building_shape_area_value,sqm_value,yoc_value,storey_value,beds_value,baths_value,house_number,road,city_district,city,district,county,state_district,postcode,country,country_code,locality,village,municipality,suburb,town,residential,craft,amenity,building,commercial,neighbourhood,place,region,tourism,quarter,shop,leisure,historic,office
1923075,1200015454,4009.0,A267099029,27,dublin,D13,apartment 55 greenview seabrook manor station road portmarnock co. dublin d13 k602,0,30/07/2012,157500,53.420251,-6.152425,multi-family,,,2003.0,1.0,,,,,Malahide ED,,,County Dublin,Leinster,13,Ireland,ie,Portmarnock,Portmarnock,Fingal,,,Seabrook Manor,,,,,,,,,,,,,
1657338,1200026233,4009.0,A267111010,27,dublin,D13,70 the kilns station road portmarnock co. dublin d13 pw56,0,11/04/2019,270000,53.419382999999996,-6.150447,multi-family,,61.0,2006.0,1.0,2.0,1.0,,The Kilns,Malahide ED,,,County Dublin,Leinster,13,Ireland,ie,Portmarnock,Portmarnock,Fingal,,,,,,,,,,,,,,,,
1367675,1200010258,35001.0,A268005004,29,dublin,D07,14 olaf road dublin 7 d07 k3h7,0,20/01/2016,262000,53.351406999999995,-6.284715,mid-terrace,46.616741999999995,45.2,1900.0,1.0,2.0,,,Olaf Road,Arran Quay E ED,Dublin,Dublin 7,County Dublin,Leinster,D07 WF44,Ireland,ie,Grangegorman West,,,,,Oxmantown,,,,,,,,,,,,,
120222,1200040517,35001.0,A268003016,29,dublin,D07,apartment 3 clipper court liffey street west dublin 7 d07 cx56,0,04/10/2019,270000,53.347177,-6.285145,multi-family,,48.20000076,1994.0,1.0,2.0,1.0,,Liffey Street West,Arran Quay C ED,Dublin,Dublin 7,County Dublin,Leinster,D08 R596,Ireland,ie,,,,,,,,Collins Barracks,,,,,,,,,,,
1792680,1200007738,35001.0,A268143019,29,dublin,D02,apartment 25 block 11 gallery quay pearse street dublin 2 d02 de06,0,04/05/2018,1550000,53.342833,-6.240182,multi-family,,143.99,2005.0,2.0,3.0,2.0,,Chimney View,South Dock ED,Dublin,Dublin 2,County Dublin,Leinster,D02 HP83,Ireland,ie,,,,,,,,,Gallery Quay,Dublin Docklands,,,,,,,,,
615320,1200000642,35001.0,A268143009,29,dublin,D02,apartment 12 grattan hall mount street lower dublin 2 d02 yh76,0,21/02/2012,166000,53.338815000000004,-6.24251,multi-family,,75.62,1983.0,1.0,2.0,1.0,,Love Lane East,South Dock ED,Dublin,Dublin 2,County Dublin,Leinster,D02 TN83,Ireland,ie,,,,,,,,,Grattan Hall,,,,,,,,,,
523135,1200014025,35001.0,A268105015,29,dublin,D01,448 north circular road dublin 1 d01 w9k5,0,07/07/2016,340000,53.359428,-6.260853,mid-terrace,42.936159,87.52,1864.0,2.0,2.0,1.0,,Dorset Lane,Mountjoy B ED,Dublin,Dublin 1,County Dublin,Leinster,D01 C2F6,Ireland,ie,,,,,,,,,,,,,,,,,,,
50795,1200001345,35001.0,A267017005,28,dublin,A94,24 windsor park monkstown blackrock co. dublin a94 t3k5,0,26/02/2016,550000,53.288709999999995,-6.159496,mid-terrace,88.788199,115.25,1964.0,2.0,4.0,,24,Windsor Park,Blackrock-Stradbrook ED,,,County Dublin,Leinster,A96 TW60,Ireland,ie,,Cornelscourt,Dún Laoghaire-Rathdown,Lansville,,,,,,,,,,,,,,,
1525626,1200012399,35001.0,A268117001,29,dublin,D04,58 percy lane dublin 4 d04 v2a2,0,15/04/2016,925000,53.33622,-6.240219000000001,mid-terrace,,128.94,2015.0,2.0,3.0,3.0,,Percy Lane,Pembroke West C ED,Dublin,Dublin 4,County Dublin,Leinster,D02 TN83,Ireland,ie,Baggotrath North,,,,,,,,,,,,,,,,,,
1344676,1200010376,35001.0,A268115004,29,dublin,D04,12 derrynane gardens dublin 4 d04 n677,0,11/12/2015,460000,53.33835799999999,-6.228671,mid-terrace,55.162312,83.94,1930.0,2.0,3.0,,,Derrynane Gardens,Pembroke West A ED,Dublin,Dublin 4,County Dublin,Leinster,D04 K743,Ireland,ie,Beggarsbush,,,,,,,,,,,,,,,,,,
458171,1200007203,35001.0,A268003001,29,dublin,D07,apartment 114 block a1 smithfield market smithfield dublin 7 d07 x9ry,0,26/07/2016,235000,53.348876000000004,-6.278676,multi-family,,73.33,2004.0,1.0,,,,Queen Street,Arran Quay C ED,Dublin,Dublin 7,County Dublin,Leinster,D07 E98Y,Ireland,ie,,,,,,,,,Smithfield Market,,,,,,Smithfield,,,,
900530,1200008423,35001.0,A268143013,29,dublin,D04,apartment 79 the lansdowne block pembroke square grand canal street upper dublin 4 d04 x022,0,22/08/2013,295000,53.338738,-6.2371989999999995,multi-family,,65.07,1997.0,1.0,,,"1,2",Barrow Street,South Dock ED,Dublin,Dublin 4,County Dublin,Leinster,D04 TR29,Ireland,ie,South Lots,,,,,,,,Pembroke Square,,,,,,,,,,
1603954,1200013383,35001.0,A268005003,29,dublin,D07,1 arbour hill dublin 7 d07 wr59,0,16/07/2014,100000,53.350367000000006,-6.282154,terraced,,,,,,,36-37,Stoneybatter,Arran Quay C ED,Dublin,Dublin 7,County Dublin,Leinster,D07 E98Y,Ireland,ie,Grangegorman East,,,,,,,The Belfry,,,,,,,,,,,
461745,1200010195,35001.0,A268115005,29,dublin,D04,66 northumberland road dublin 4 d04 v2c8,0,29/06/2016,750000,53.33438,-6.236429,semi-dend-terraceached,145.759823,,,,,,66,Northumberland Road,Pembroke West ED,Dublin,Dublin 4,County Dublin,Leinster,DO4 PF51,Ireland,ie,Baggotrath East,,,,,,,,,,,,,,,,,,
1169851,1200018817,35001.0,A268115006,29,dublin,D04,8 south dock street dublin 4 d04 ey71,0,11/10/2018,430000,53.341156999999995,-6.235809,mid-terrace,55.999981999999996,49.5,1888.0,1.0,1.0,,6,South Dock Street,Pembroke West A ED,Dublin,Dublin 4,County Dublin,Leinster,D04 TR29,Ireland,ie,South Lots,,,,,,,,,,,,,,,,,,
736473,1200013990,35001.0,A267096010,28,dublin,A96,34 ballinclea heights killiney co. dublin a96 w2w5,0,08/03/2013,410000,53.268831999999996,-6.123435,bungalow,141.286977,113.56,1971.0,1.0,3.0,1.0,34,Ballinclea Heights,Killiney North ED,,,County Dublin,Leinster,SW17 7EG,Ireland,ie,Ballinclea,Killiney,Dún Laoghaire-Rathdown,,,Ballinclea Heights,,,,,,,,,,,,,
1348488,1200043402,35001.0,A268127002,29,dublin,D06,14 orwell park gardens dublin 6 d06 p3v9,0,20/08/2014,3795000,53.307351000000004,-6.262548000000001,terraced,,,2017.0,,,,,,Rathfarnham ED,,Dublin 6,County Dublin,Leinster,D06 EY73,Ireland,ie,,,,Rathmines South,,,,,,,,,,,,,,,
668412,1200002809,35001.0,A268127003,29,dublin,D06,13 rostrevor terrace orwell road dublin 6 d06 x3v5,0,06/02/2014,2485000,53.307426,-6.271403,semi-dend-terraceached,171.62464599999998,,,,,,13,Rostrevor Terrace,Rathfarnham ED,,Dublin 6,County Dublin,Leinster,D06 YP40,Ireland,ie,,,,Rathgar,,,,,,,,,,,,,,,
760019,1200012302,35001.0,A268149004,29,dublin,D08,apartment 69 finnegan house viking harbour apartments usher's island dublin 8 d08 dk24,0,15/11/2016,176000,53.345868,-6.283434,multi-family,,,,1.0,,,,Island Street,Ushers B ED,Dublin,Dublin 8,County Dublin,Leinster,D08 R596,Ireland,ie,,,,,,,,,,,,,,,,,,,
400780,1200016372,35001.0,A268143012,29,dublin,D02,57 pearse square dublin 2 d02 ae83,0,20/10/2016,518000,53.342957999999996,-6.241649,end-terrace,81.13053599999999,,,,3.0,1.0,56,Pearse Square,South Dock ED,Dublin,Dublin 2,County Dublin,Leinster,D02 X525,Ireland,ie,,,,,,,,,,,,,,,,,,,
789881,1200002880,35001.0,A267017008,28,dublin,A94,20 brook court monkstown blackrock co. dublin a94 e6p5,0,02/11/2018,750000,53.289612,-6.159166,dend-terraceached,96.062857,,,,,,13,Brook Court,Blackrock-Monkstown ED,,,County Dublin,Leinster,A96 TW60,Ireland,ie,,,Dún Laoghaire-Rathdown,Mountashton,Dún Laoghaire,,,,,,,,,,,,,,
858180,1200011637,35001.0,A268080013,29,dublin,D07,3 innisfallen parade dublin 7 d07 k521,0,09/01/2015,156651,53.36093,-6.261176,mid-terrace,54.288612,,,,,,,Innisfallen Parade,Inns Quay A ED,Dublin,Dublin 7,County Dublin,Leinster,D01 C2F6,Ireland,ie,Clonliff South,,,,,,,,,,,,,,,,,,
516422,1200011891,35001.0,A268002001,29,dublin,D07,apartment 217 the richmond brunswick street north dublin 7 d07 w957,0,10/01/2017,167000,53.351943000000006,-6.276845,multi-family,,,1996.0,1.0,,,,Morning Star Avenue,Arran Quay B ED,Dublin,Dublin 7,County Dublin,Leinster,D07 XN29,Ireland,ie,,,,Grangegorman,,,,,,,,,,,,,,,
789202,1200014115,35001.0,A268002008,29,dublin,D07,23 stanhope terrace grangegorman lower dublin 7 d07 w6k7,0,25/02/2015,206000,53.352326,-6.279852,mid-terrace,50.332224,77.83,1900.0,2.0,2.0,2.0,"20,25",Grangegorman Lower,Arran Quay B ED,Dublin,Dublin 7,County Dublin,Leinster,D07 WF44,Ireland,ie,Grangegorman East,,,,,,,,,,,,,,,,,,
131318,1200009047,35001.0,A267146013,26,dublin,D24,8 old bawn court old bawn road dublin 24 d24 n1yh,0,26/04/2019,285000,53.282949,-6.360917,end-terrace,52.357644,,,,,,,,Tallaght-Oldbawn ED,,Dublin 24,County Dublin,Leinster,D24 DR44,Ireland,ie,Oldbawn,,South Dublin,,,,,,,,,,,,,,,,
672521,1200003623,35001.0,A268138005,29,dublin,D01,apartment 56 dorset square gardiner street upper dublin 1 d01 nx56,0,09/05/2017,260000,53.357912,-6.261216,multi-family,,,1998.0,1.0,2.0,,,Gardiner Street Upper,Rotunda A ED,Dublin,Dublin 1,County Dublin,Leinster,D01 C2F6,Ireland,ie,,,,,,,,,Dorset Square,,,,,,,,,,
1831720,1200025063,35001.0,A268115023,29,dublin,D04,56 shelbourne road dublin 4 d04 c7h7,0,23/05/2014,765000,53.33577,-6.23234,mid-terrace,87.3872,134.04,1900.0,2.0,5.0,,58,Shelbourne Road,Pembroke West A ED,Dublin,Dublin 4,County Dublin,Leinster,D04 CX95,Ireland,ie,Beggarsbush,,,,,,,,,,,,,,,,,,
1220429,1200008423,35001.0,A268143013,29,dublin,D04,apartment 107 the berkeley block pembroke square grand canal street upper dublin 4 d04 e3t0,0,27/08/2012,250000,53.338529,-6.237585,multi-family,,76.89,1997.0,1.0,,,"1,2",Barrow Street,South Dock ED,Dublin,Dublin 4,County Dublin,Leinster,D04 TR29,Ireland,ie,South Lots,,,,,,,,Pembroke Square,,,,,,,,,,
232117,1200007199,35001.0,A268115010,29,dublin,D04,apartment 22 the hibernian the gasworks south lotts road dublin 4 d04 nw10,0,17/02/2012,247000,53.338922,-6.235775,multi-family,,,2003.0,1.0,,,,Emerald Cottages,Pembroke West A ED,Dublin,Dublin 4,County Dublin,Leinster,8QQ8+39,Ireland,ie,South Lots,,,,,,,,The Hibernian,,,,,,,,,,
1340456,1200005261,35007.0,A257081018,25,wicklow,A98,saint francis 60 newcourt road bray co. wicklow a98 v0c3,0,07/11/2011,301000,53.193855000000006,-6.09662,semi-dend-terraceached,101.534932,125.8,1952.0,2.0,4.0,,,Newcourt Road,Bray No 2,,,County Wicklow,Leinster,A98 XW24,Ireland,ie,Newcourt,,,,,,,,,,,,The Municipal District of Bray,,,,,,
429872,1200026233,4009.0,A267111010,27,dublin,D13,98 the kilns station road portmarnock co. dublin d13 a662,0,04/02/2015,240000,53.419817,-6.1512839999999995,multi-family,,77.37,2006.0,1.0,,,,,Malahide ED,,,County Dublin,Leinster,D13 YV05,Ireland,ie,Portmarnock,Portmarnock,Fingal,,,,,,,,,,,,,,,,
480997,1200007199,35001.0,A268115008,29,dublin,D04,apartment 32 the clayton the gasworks south lotts road dublin 4 d04 af44,0,12/04/2017,640000,53.339537,-6.2356300000000005,multi-family,,,2018.0,1.0,,,,Gordon Street,Pembroke West A ED,Dublin,Dublin 4,County Dublin,Leinster,D04 TR29,Ireland,ie,South Lots,,,,,,,,The Clayton,,,,,,,,,,
885360,1200008423,35001.0,A268143013,29,dublin,D04,apartment 90 the lansdowne block pembroke square grand canal street upper dublin 4 d04 y368,0,28/12/2018,475000,53.338738,-6.2371989999999995,multi-family,,61.03,1997.0,1.0,2.0,2.0,"1,2",Barrow Street,South Dock ED,Dublin,Dublin 4,County Dublin,Leinster,D04 TR29,Ireland,ie,South Lots,,,,,,,,Pembroke Square,,,,,,,,,,
528739,1200009365,35001.0,A268010004,29,dublin,D01,apartment 11 portland lock portland place dublin 1 d01 w892,0,07/08/2015,170000,53.36115600000001,-6.258972,multi-family,,,2001.0,1.0,2.0,,,Portland Place,Ballybough B ED,Dublin,Dublin 1,County Dublin,Leinster,D01 C2F6,Ireland,ie,Clonliff South,,,,,,,,Portland Lock,,,,,,,,,,
1482654,1200012263,35001.0,A267043003,28,dublin,D14,camelot 35 woodside drive dublin 14 d14 fx98,0,03/12/2012,750000,53.300945999999996,-6.2738059999999995,dend-terraceached,134.11433799999998,,,,,,35,Woodside Drive,Churchtown-Landscape ED,,Dublin 14,County Dublin,Leinster,D14 X654,Ireland,ie,,,Dún Laoghaire-Rathdown,Rathfarnham,,,,,,,,,,,,,,,
399068,1200025723,35001.0,A267146013,26,dublin,D24,apartment 4 saint maelruan's courtyard saint maelruan's park dublin 24 d24 fw62,0,15/11/2013,122500,53.282851,-6.360855,multi-family,,,,1.0,,,,,Tallaght-Oldbawn ED,,Dublin 24,County Dublin,Leinster,D24 DR44,Ireland,ie,Oldbawn,,South Dublin,,,,,,,,,,,,,,,,
1923246,1200007217,35001.0,A268005004,29,dublin,D07,33 sitric road dublin 7 d07 f6c4,0,09/01/2015,320000,53.351383,-6.28526,mid-terrace,,74.65,1900.0,2.0,2.0,,,Sitric Road,Arran Quay C ED,Dublin,Dublin 7,County Dublin,Leinster,D07 E98Y,Ireland,ie,Grangegorman West,,,,,Oxmantown,,,,,,,,,,,,,
135048,1200002811,35001.0,A267024001,28,dublin,A94,10 rowan park avenue blackrock co. dublin a94 v079,0,05/08/2014,725000,53.289384,-6.166764,semi-dend-terraceached,76.643691,184.22,1939.0,2.0,4.0,1.0,10,Rowan Park Avenue,Blackrock-Stradbrook ED,,,County Dublin,Leinster,A94 PC95,Ireland,ie,,,Dún Laoghaire-Rathdown,Newtown Castlebyrn,Blackrock,,,,,,,,,,,,,,
909164,1200013695,35001.0,A268149002,29,dublin,D08,apartment 21 pier 19 bridgefoot street dublin 8 d08 f4e4,0,02/06/2016,240000,53.346129000000005,-6.281331,multi-family,,,,1.0,2.0,,,Usher's Island,Merchants Quay A ED,Dublin,Dublin 8,County Dublin,Leinster,D07 Y683,Ireland,ie,,,,,,,,,,,,,,,,,,,
1565712,1200003483,35001.0,A268003003,29,dublin,D07,7 nicholas avenue dublin 7 d07 p7n0,0,20/03/2015,205000,53.349495,-6.275597,mid-terrace,,,,2.0,,,,Nicholas Avenue,Inns Quay C ED,Dublin,Dublin 7,County Dublin,Leinster,D07 XN29,Ireland,ie,,,,,,,,,,,,,,,,,,,
1757069,1200011891,35001.0,A268002001,29,dublin,D07,apartment 246 the richmond brunswick street north dublin 7 d07 xc86,0,15/12/2017,235000,53.351943000000006,-6.276845,multi-family,,62.5,1996.0,1.0,,,,Morning Star Avenue,Arran Quay B ED,Dublin,Dublin 7,County Dublin,Leinster,D07 XN29,Ireland,ie,,,,Grangegorman,,,,,,,,,,,,,,,
42970,1200007243,35001.0,A267045002,28,dublin,D14,34 orwell gardens dublin 14 d14 fx66,0,03/07/2014,460000,53.30570600000001,-6.26311,mid-terrace,48.498408000000005,99.91,1935.0,2.0,3.0,,34,Orwell Gardens,Churchtown-Orwell ED,,Dublin 14,County Dublin,Leinster,D14 X654,Ireland,ie,,,Dún Laoghaire-Rathdown,Newtown Little,,,,,,,,,,,,,,,
1878307,1200007337,35001.0,A268098009,29,dublin,D08,apartment 11 6 usher's quay dublin 8 d08 ch05,0,06/08/2013,95000,53.3453,-6.276688,multi-family,,35.2,1994.0,1.0,1.0,1.0,9,Arran Quay,Arran Quay C ED,Dublin,Dublin 7,County Dublin,Leinster,D07 HK38,Ireland,ie,,,,,,,,,,,,,,,,,,,
983540,1200015454,4009.0,A267099026,27,dublin,D13,apartment 7 the lodge seabrook manor station road portmarnock co. dublin d13 x9h9,0,16/01/2019,275000,53.420952,-6.153695,multi-family,,63.36,2005.0,1.0,2.0,,,,Malahide ED,,,County Dublin,Leinster,13,Ireland,ie,Portmarnock,Portmarnock,Fingal,,,Seabrook Manor,,,,,,,,,,,,,
1772314,1200010632,35001.0,A267095025,27,dublin,D13,apartment 7 saint nessan's thormanby road howth co. dublin d13 kp20,0,28/02/2018,400000,53.379529000000005,-6.056203,multi-family,,95.94,1995.0,1.0,,,,Thormanby Road,Howth ED,,Dublin 13,County Dublin,Leinster,D13 YA32,Ireland,ie,Howth,,Fingal,,,,,,St Nessans 1-9,,,,,,,,,,
656132,1200005652,35001.0,A268082008,29,dublin,D07,apartment 17 chancery hall church street dublin 7 d07 p6w8,0,05/06/2015,168000,53.349973,-6.2738,multi-family,,,2018.0,1.0,,,6,Stirrup Lane,Inns Quay C ED,Dublin,Dublin 7,County Dublin,Leinster,D07 RR82,Ireland,ie,,,,,,,,,,,,,,,,,,,
1779854,1200010511,35001.0,A268003017,29,dublin,D07,apartment 9 chancery hall blackhall place dublin 7 d07 xf63,0,21/02/2019,277000,53.347066000000005,-6.282233,multi-family,,,,1.0,2.0,,,Ellis Quay,Arran Quay C ED,Dublin,Dublin 7,County Dublin,Leinster,D07 Y683,Ireland,ie,,,,,,,,,14-17 Ellis Quay,,,,,,,,,,
42526,1200007217,35001.0,A268005004,29,dublin,D07,52 sitric road dublin 7 d07 v0v2,0,26/10/2018,335000,53.350975,-6.284634,mid-terrace,44.797833000000004,70.5,1890.0,2.0,2.0,1.0,,Sitric Road,Arran Quay C ED,Dublin,Dublin 7,County Dublin,Leinster,D07 E98Y,Ireland,ie,Grangegorman West,,,,,Oxmantown,,,,,,,,,,,,,
954082,1200019499,35001.0,A268115022,29,dublin,D04,1c havelock place dublin 4 d04 n9w2,0,18/04/2019,461000,53.336870999999995,-6.230077,semi-dend-terraceached,,,,2.0,2.0,,,Havelock Place,Pembroke West A ED,Dublin,Dublin 4,County Dublin,Leinster,D04 CX95,Ireland,ie,Beggarsbush,,,,,,,,,,,,,,,,,,
534051,1200044812,,A267111002,27,dublin,D13,3 the lawn saint marnock's bay portmarnock co. dublin d13 k19p,1,06/10/2017,316411,53.416854,-6.1501529999999995,semi-dend-terraceached,69.828649,,2016.0,,,,3,The Lawn,Malahide ED,,,County Dublin,Leinster,13,Ireland,ie,Portmarnock,Portmarnock,Fingal,,,Saint Marnock's Bay / Dun Sí,,,,,,,,,,,,,
1877380,1200011391,35001.0,A268080004,29,dublin,D07,28 glengarriff parade dublin 7 d07 x681,0,19/04/2019,485000,53.361302,-6.26575,mid-terrace,61.310168999999995,113.96,1930.0,2.0,5.0,2.0,,Glengarriff Parade,Inns Quay A ED,Dublin,Dublin 7,County Dublin,Leinster,DUBLIN 9,Ireland,ie,Clonliff South,,,,,,,,,,,,,,,,,,
1935623,1200003623,35001.0,A268138005,29,dublin,D01,apartment 21 dorset square gardiner street upper dublin 1 d01 dx59,0,23/03/2018,270000,53.357912,-6.261216,multi-family,,68.8,1998.0,1.0,,,,Gardiner Street Upper,Rotunda A ED,Dublin,Dublin 1,County Dublin,Leinster,D01 C2F6,Ireland,ie,,,,,,,,,Dorset Square,,,,,,,,,,
1671311,1200007199,35001.0,A268115008,29,dublin,D04,apartment 74 the clayton the gasworks south lotts road dublin 4 d04 y9w9,0,21/11/2013,290000,53.339249,-6.234891,multi-family,,74.36,2003.0,1.0,,,,Gordon Street,Pembroke West A ED,Dublin,Dublin 4,County Dublin,Leinster,D04 TR29,Ireland,ie,South Lots,,,,,,,,The Clayton,,,,,,,,,,
927186,1200000895,35001.0,A267017002,28,dublin,A94,brookville 25 stradbrook lawn blackrock co. dublin a94 k832,0,09/09/2015,1095000,53.29215799999999,-6.169111,dend-terraceached,115.92315,,,,5.0,,25,Stradbrook Lawn,Blackrock-Monkstown ED,,,County Dublin,Leinster,A94 PC95,Ireland,ie,,,Dún Laoghaire-Rathdown,Stradbrook,Blackrock,Stradbrook Lawn,,,,,,,,,,,,,
795055,1200007708,35001.0,A268127003,29,dublin,D06,23a rostrevor road orwell road dublin 6 d06 wn83,0,03/02/2014,1060000,53.306202,-6.270319000000001,dend-terraceached,140.345537,,,,,,23A,Rostrevor Road,Rathfarnham ED,,Dublin 6,County Dublin,Leinster,D06 YP40,Ireland,ie,,,,Rathgar,,,,,,,,,,,,,,,
1620119,1200012557,35001.0,A267045004,28,dublin,D14,10 milltown drive dublin 14 d14 ec42,0,03/05/2019,800000,53.301089000000005,-6.259971,semi-dend-terraceached,100.906945,138.2,1950.0,2.0,4.0,,10,Milltown Drive,Churchtown-Orwell ED,,Dublin 14,County Dublin,Leinster,D14 X654,Ireland,ie,,,Dún Laoghaire-Rathdown,Newtown Little,,,,,,,,,,,,,,,
1617822,1200003648,35001.0,A268115016,29,dublin,D04,17 cranmer place cranmer lane dublin 4 d04 tx29,0,03/08/2017,337000,53.33715,-6.23779,multi-family,,,2002.0,1.0,,,9,Cranmer Place,Pembroke West A ED,Dublin,Dublin 4,County Dublin,Leinster,DO4 PF51,Ireland,ie,Baggotrath North,,,,,,,,,,,,,,,,,,
1596770,1200031803,35001.0,A268105003,29,dublin,D01,flat 1 17 belvedere place dublin 1 d01 td28,0,06/07/2016,1210000,53.358624,-6.257855999999999,multi-family,,,,1.0,1.0,,17,Belvedere Place,Mountjoy B ED,Dublin,Dublin 1,County Dublin,Leinster,D01 C2F6,Ireland,ie,Clonliff South,,,,,,,,,,,,,,,,,,
1896231,1200044493,,A267111002,27,dublin,D13,11 the rise saint marnock's bay portmarnock co. dublin d13 phy2,1,06/10/2017,316411,53.41689,-6.1496699999999995,end-terrace,86.391882,108.1,2016.0,2.0,4.0,,11,The Rise,Malahide ED,,,County Dublin,Leinster,13,Ireland,ie,Portmarnock,Portmarnock,Fingal,,,Saint Marnock's Bay / Dun Sí,,,,,,,,,,,,,
592046,1200013698,35001.0,A267045001,28,dublin,D14,24 braemor drive dublin 14 d14 p292,0,31/03/2017,419000,53.302705,-6.264341,end-terrace,56.679266000000005,133.35,1955.0,3.0,5.0,,24,Braemor Drive,Churchtown-Landscape ED,,Dublin 14,County Dublin,Leinster,D14 X654,Ireland,ie,,,Dún Laoghaire-Rathdown,Newtown Little,,,,,,,,,,,,,,,
173499,1200009161,35001.0,A267024003,28,dublin,A94,roanmore wynberg park blackrock co. dublin a94 e2n5,0,06/10/2015,750000,53.289453,-6.163235,dend-terraceached,104.201818,185.74,1974.0,3.0,5.0,3.0,,Wynberg Park,Blackrock-Stradbrook ED,,,County Dublin,Leinster,A94 PC95,Ireland,ie,,,Dún Laoghaire-Rathdown,Newtown Castlebyrn,Blackrock,,,,Lia Fáil,,,,,,,,,,
690550,1200005133,35001.0,A268005006,29,dublin,D07,55 murtagh road dublin 7 d07 t6h3,0,24/02/2017,360000,53.351769,-6.287482,mid-terrace,,57.33,1920.0,2.0,,,2,Provost Row,Arran Quay E ED,Dublin,Dublin 7,County Dublin,Leinster,D07 DXT8,Ireland,ie,Grangegorman West,,,,,Palatine Square,,,,,,,,,,,,,
1558768,1200005003,35001.0,A267018001,28,dublin,A94,8 temple crescent monkstown blackrock co. dublin a94 cn13,0,28/10/2016,1100000,53.29708299999999,-6.169046,semi-dend-terraceached,104.67217099999999,235.0,2010.0,4.0,,,,Temple Crescent,Blackrock-Seapoint ED,,,County Dublin,Leinster,A94 PC95,Ireland,ie,,,Dún Laoghaire-Rathdown,Seapoint or Templehill,Blackrock,,,,,,,,,,,,,,
107478,1200005788,35001.0,A267148004,26,dublin,D24,apartment 7 greenhills court greenhills road dublin 24 d24 v678,0,20/12/2013,150000,53.28889100000001,-6.357315,multi-family,,,2018.0,1.0,,,,Greenhills Road,Tallaght-Kingswood ED,,Dublin 24,County Dublin,Leinster,D24 KP02,Ireland,ie,Tallaght,,South Dublin,,,,,,,,,,,,,,,,
1905118,1200003623,35001.0,A268138005,29,dublin,D01,apartment 59 dorset square gardiner street upper dublin 1 d01 rc90,0,30/08/2018,195100,53.357912,-6.261216,multi-family,,59.36,1998.0,2.0,1.0,1.0,,Gardiner Street Upper,Rotunda A ED,Dublin,Dublin 1,County Dublin,Leinster,D01 C2F6,Ireland,ie,,,,,,,,,Dorset Square,,,,,,,,,,
531540,1200024989,35001.0,A268080012,29,dublin,D07,3 derrynane court derrynane parade dublin 7 d07 p7w3,0,26/09/2014,207500,53.360837,-6.2634050000000006,mid-terrace,45.028368,57.93,1999.0,2.0,,,,Derrynane Court,Inns Quay A ED,Dublin,Dublin 7,County Dublin,Leinster,D01 C2F6,Ireland,ie,Clonliff South,,,,,,,,,,,,,,,,,,
1455157,1200025723,35001.0,A267146013,26,dublin,D24,apartment 12 saint maelruan's courtyard saint maelruan's park dublin 24 d24 wc65,0,21/05/2014,105000,53.282742000000006,-6.360778,multi-family,,,2017.0,1.0,,,,,Tallaght-Oldbawn ED,,Dublin 24,County Dublin,Leinster,D24 DR44,Ireland,ie,Oldbawn,,South Dublin,,,,,,,,,,,,,,,,
1938513,1200011391,35001.0,A268080004,29,dublin,D07,34 glengarriff parade dublin 7 d07 nw98,0,17/08/2016,275000,53.361458,-6.2656529999999995,mid-terrace,77.379834,81.99,1910.0,2.0,3.0,,,Glengarriff Parade,Inns Quay A ED,Dublin,Dublin 7,County Dublin,Leinster,DUBLIN 9,Ireland,ie,Clonliff South,,,,,,,,,,,,,,,,,,
1215951,1200007833,35001.0,A268005002,29,dublin,D07,5 viking road dublin 7 d07 n8f1,0,24/11/2014,300000,53.350354,-6.2849639999999996,mid-terrace,,57.24,1910.0,2.0,,,,Viking Road,Arran Quay E ED,Dublin,Dublin 7,County Dublin,Leinster,D07 E98Y,Ireland,ie,Grangegorman West,,,,,Oxmantown,,,,,,,,,,,,,
842943,1200007997,35001.0,A268080007,29,dublin,D07,tempest 9 muckross parade dublin 7 d07 x2k1,0,22/04/2015,210000,53.360767,-6.26474,mid-terrace,,55.0,1880.0,2.0,2.0,,,Muckross Parade,Inns Quay A ED,Dublin,Dublin 7,County Dublin,Leinster,D01 C2F6,Ireland,ie,Clonliff South,,,,,,,,,,,,,,,,,,
1018767,1200000253,35001.0,A267023001,28,dublin,A94,31 rockville crescent blackrock co. dublin a94 rf43,0,01/07/2015,485000,53.290347,-6.168183999999999,semi-dend-terraceached,82.745707,123.69,1967.0,2.0,3.0,3.0,,Rockville Crescent,Blackrock-Newpark ED,,,County Dublin,Leinster,A94 PC95,Ireland,ie,,,Dún Laoghaire-Rathdown,Newtown Castlebyrn,Blackrock,,,,,,,,,,,,,,
1650466,1200002880,35001.0,A267017008,28,dublin,A94,18 brook court monkstown blackrock co. dublin a94 c9w3,0,01/10/2013,327500,53.289446999999996,-6.159047,dend-terraceached,96.960955,,,,,,13,Brook Court,Blackrock-Monkstown ED,,,County Dublin,Leinster,A96 TW60,Ireland,ie,,,Dún Laoghaire-Rathdown,Mountashton,Dún Laoghaire,,,,,,,,,,,,,,
